Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
2847,Innovate Industries,Display,Women 35-44,30 days,Instagram,0.03,"$19,573.00",3.1,New York,Mandarin,689,3648,5,Fashionistas,2021-10-19
2848,NexGen Systems,Influencer,Men 25-34,45 days,Email,0.04,"$18,916.00",3.85,New York,Mandarin,726,5180,5,Tech Enthusiasts,2021-10-20
2849,Innovate Industries,Influencer,Women 35-44,60 days,Email,0.1,"$13,220.00",6.85,Chicago,Mandarin,680,6580,3,Tech Enthusiasts,2021-10-21
2850,Innovate Industries,Email,All Ages,60 days,Google Ads,0.09,"$15,167.00",7.84,Los Angeles,German,903,5320,3,Health & Wellness,2021-10-22
2851,Alpha Innovations,Social Media,Women 25-34,60 days,YouTube,0.01,"$18,509.00",7.46,Chicago,Mandarin,528,5076,6,Fashionistas,2021-10-23
2852,NexGen Systems,Influencer,Women 25-34,45 days,Email,0.08,"$5,581.00",7.32,Miami,English,328,3734,6,Tech Enthusiasts,2021-10-24
2853,TechCorp,Social Media,All Ages,30 days,Instagram,0.03,"$18,472.00",3.5,Houston,French,455,9684,8,Health & Wellness,2021-10-25
2854,Innovate Industries,Social Media,Men 18-24,30 days,Email,0.01,"$18,531.00",3.12,Miami,Mandarin,612,4245,2,Tech Enthusiasts,2021-10-26
2855,Alpha Innovations,Influencer,Women 35-44,60 days,Email,0.08,"$6,045.00",2.41,Houston,French,463,2881,10,Outdoor Adventurers,2021-10-27
2856,TechCorp,Search,All Ages,45 days,Email,0.01,"$5,121.00",3.0,New York,French,520,7176,1,Fashionistas,2021-10-28
2857,Alpha Innovations,Influencer,Men 25-34,30 days,Website,0.01,"$18,378.00",2.97,Houston,Mandarin,962,2796,2,Foodies,2021-10-29
2858,DataTech Solutions,Email,Men 25-34,15 days,Facebook,0.14,"$19,479.00",2.11,Chicago,Spanish,458,3994,9,Outdoor Adventurers,2021-10-30
2859,DataTech Solutions,Search,Women 25-34,45 days,Website,0.07,"$17,661.00",2.69,Miami,Mandarin,482,1065,7,Foodies,2021-10-31
2860,NexGen Systems,Social Media,All Ages,45 days,Website,0.07,"$16,328.00",4.63,Houston,Mandarin,470,7098,3,Outdoor Adventurers,2021-11-01
2861,TechCorp,Search,Men 25-34,60 days,Facebook,0.15,"$10,184.00",3.14,New York,Spanish,329,2425,4,Tech Enthusiasts,2021-11-02
2862,DataTech Solutions,Email,All Ages,15 days,Website,0.11,"$6,014.00",3.73,New York,Spanish,135,9645,2,Fashionistas,2021-11-03
2863,Innovate Industries,Display,All Ages,30 days,YouTube,0.04,"$10,884.00",2.51,Miami,German,804,6427,6,Health & Wellness,2021-11-04
2864,TechCorp,Social Media,Men 25-34,15 days,Instagram,0.02,"$12,227.00",7.47,Miami,Spanish,199,3263,6,Outdoor Adventurers,2021-11-05
2865,NexGen Systems,Email,Men 25-34,15 days,Google Ads,0.15,"$10,342.00",3.88,Miami,French,477,1591,9,Fashionistas,2021-11-06
2866,NexGen Systems,Influencer,Women 35-44,60 days,Email,0.06,"$17,667.00",3.45,Los Angeles,Mandarin,544,7065,1,Tech Enthusiasts,2021-11-07
2867,Innovate Industries,Display,Women 25-34,30 days,Facebook,0.05,"$15,661.00",7.74,Houston,Mandarin,335,8022,2,Fashionistas,2021-11-08
2868,DataTech Solutions,Email,Men 25-34,60 days,Instagram,0.09,"$19,339.00",7.42,New York,Mandarin,814,8101,6,Outdoor Adventurers,2021-11-09
2869,TechCorp,Social Media,Men 25-34,60 days,YouTube,0.06,"$5,634.00",3.11,Houston,Mandarin,628,7720,2,Tech Enthusiasts,2021-11-10
2870,TechCorp,Display,Women 25-34,60 days,Facebook,0.09,"$16,890.00",7.83,New York,German,322,4764,10,Tech Enthusiasts,2021-11-11
2871,DataTech Solutions,Search,Men 25-34,60 days,Instagram,0.05,"$8,553.00",7.49,Houston,German,967,6669,10,Foodies,2021-11-12
2872,DataTech Solutions,Influencer,Men 18-24,60 days,YouTube,0.02,"$14,860.00",6.73,Los Angeles,French,971,8929,7,Outdoor Adventurers,2021-11-13
2873,NexGen Systems,Search,All Ages,45 days,YouTube,0.02,"$16,180.00",5.31,Miami,German,994,7164,8,Outdoor Adventurers,2021-11-14
2874,NexGen Systems,Display,Men 18-24,45 days,Website,0.12,"$17,188.00",3.78,Houston,English,537,3817,8,Outdoor Adventurers,2021-11-15
2875,DataTech Solutions,Search,Women 25-34,45 days,Google Ads,0.08,"$18,247.00",3.46,Chicago,English,262,8164,3,Outdoor Adventurers,2021-11-16
2876,DataTech Solutions,Influencer,Women 35-44,60 days,Email,0.04,"$18,011.00",4.2,Chicago,German,761,9732,1,Foodies,2021-11-17
2877,DataTech Solutions,Social Media,Men 18-24,45 days,Google Ads,0.05,"$10,415.00",4.91,New York,French,853,2171,3,Health & Wellness,2021-11-18
2878,NexGen Systems,Influencer,Women 35-44,15 days,Facebook,0.08,"$16,528.00",7.12,New York,French,135,3444,3,Outdoor Adventurers,2021-11-19
2879,DataTech Solutions,Search,Men 25-34,30 days,Email,0.02,"$6,260.00",3.12,Chicago,English,619,5754,1,Fashionistas,2021-11-20
2880,NexGen Systems,Search,Men 25-34,30 days,Instagram,0.03,"$18,330.00",5.73,Chicago,French,259,6795,6,Health & Wellness,2021-11-21
2881,Alpha Innovations,Email,Men 25-34,30 days,Facebook,0.04,"$18,410.00",5.36,Chicago,Spanish,988,1938,2,Outdoor Adventurers,2021-11-22
2882,Alpha Innovations,Display,Men 18-24,60 days,Google Ads,0.11,"$9,099.00",5.32,New York,Mandarin,833,5697,1,Health & Wellness,2021-11-23
2883,NexGen Systems,Social Media,Men 18-24,15 days,Instagram,0.07,"$8,521.00",6.24,Chicago,French,461,4499,3,Fashionistas,2021-11-24
2884,TechCorp,Search,Women 25-34,30 days,Website,0.04,"$13,416.00",2.61,Miami,German,589,1381,9,Foodies,2021-11-25
2885,Innovate Industries,Email,Women 25-34,60 days,Email,0.03,"$10,047.00",7.8,Miami,Spanish,884,3778,10,Outdoor Adventurers,2021-11-26
2886,Innovate Industries,Influencer,Women 35-44,45 days,Facebook,0.1,"$18,028.00",5.34,Chicago,Mandarin,294,7862,9,Tech Enthusiasts,2021-11-27
2887,DataTech Solutions,Social Media,Women 25-34,60 days,Website,0.07,"$7,685.00",5.24,Miami,Mandarin,411,9411,9,Health & Wellness,2021-11-28
2888,DataTech Solutions,Display,Men 18-24,30 days,Website,0.09,"$8,793.00",7.31,Houston,Mandarin,806,9660,9,Foodies,2021-11-29
2889,DataTech Solutions,Social Media,All Ages,60 days,YouTube,0.15,"$5,820.00",6.22,Miami,Spanish,832,5968,9,Foodies,2021-11-30
2890,DataTech Solutions,Email,Women 35-44,60 days,YouTube,0.12,"$17,647.00",2.76,Los Angeles,German,789,7654,4,Outdoor Adventurers,2021-12-01
2891,TechCorp,Influencer,Women 25-34,45 days,YouTube,0.11,"$6,402.00",2.02,Houston,French,252,3929,1,Health & Wellness,2021-12-02
2892,Innovate Industries,Social Media,Men 18-24,30 days,Facebook,0.15,"$11,475.00",6.24,Houston,Spanish,102,1504,10,Health & Wellness,2021-12-03
2893,Alpha Innovations,Influencer,Men 25-34,60 days,Facebook,0.01,"$11,714.00",5.91,New York,English,687,1428,2,Outdoor Adventurers,2021-12-04
2894,DataTech Solutions,Email,All Ages,60 days,Facebook,0.06,"$16,569.00",7.95,Houston,Spanish,918,6486,1,Tech Enthusiasts,2021-12-05
2895,Innovate Industries,Email,Women 25-34,30 days,Email,0.13,"$6,341.00",5.01,New York,Mandarin,581,5707,4,Outdoor Adventurers,2021-12-06
2896,DataTech Solutions,Influencer,Women 35-44,15 days,Facebook,0.11,"$7,263.00",2.94,Los Angeles,Spanish,472,5610,5,Outdoor Adventurers,2021-12-07
2897,DataTech Solutions,Social Media,Men 25-34,30 days,Email,0.08,"$19,797.00",2.93,New York,Spanish,318,6192,5,Tech Enthusiasts,2021-12-08
2898,TechCorp,Influencer,Men 18-24,45 days,YouTube,0.09,"$6,388.00",3.23,Miami,French,178,1192,4,Fashionistas,2021-12-09
2899,TechCorp,Search,Men 18-24,45 days,Website,0.07,"$7,212.00",2.13,Miami,French,633,2907,7,Outdoor Adventurers,2021-12-10
2900,DataTech Solutions,Social Media,Men 18-24,60 days,Website,0.11,"$12,264.00",6.8,Los Angeles,French,627,8361,8,Outdoor Adventurers,2021-12-11
2901,DataTech Solutions,Influencer,Women 35-44,45 days,Google Ads,0.04,"$6,178.00",3.75,Miami,French,824,1651,4,Outdoor Adventurers,2021-12-12
2902,TechCorp,Social Media,Men 25-34,30 days,Website,0.01,"$13,000.00",2.35,Chicago,English,971,1922,9,Tech Enthusiasts,2021-12-13
2903,Innovate Industries,Email,Men 25-34,60 days,YouTube,0.1,"$19,544.00",4.44,Los Angeles,English,774,8473,3,Foodies,2021-12-14
2904,DataTech Solutions,Display,Men 25-34,45 days,YouTube,0.12,"$9,701.00",3.1,Houston,Mandarin,407,2308,4,Tech Enthusiasts,2021-12-15
2905,Innovate Industries,Social Media,All Ages,45 days,Instagram,0.13,"$12,750.00",2.92,Miami,English,451,4790,7,Foodies,2021-12-16
2906,Alpha Innovations,Display,Men 25-34,60 days,Google Ads,0.06,"$19,886.00",7.73,Houston,French,403,9488,5,Health & Wellness,2021-12-17
2907,Innovate Industries,Search,All Ages,45 days,Facebook,0.14,"$9,083.00",4.61,Los Angeles,German,329,3217,3,Health & Wellness,2021-12-18
2908,NexGen Systems,Display,All Ages,30 days,Facebook,0.03,"$6,543.00",7.49,Chicago,French,945,7030,8,Outdoor Adventurers,2021-12-19
2909,TechCorp,Social Media,Men 25-34,60 days,Facebook,0.02,"$15,263.00",6.21,Miami,French,795,3142,10,Foodies,2021-12-20
2910,NexGen Systems,Email,Men 25-34,15 days,Website,0.11,"$19,868.00",3.41,Houston,Mandarin,266,7064,6,Fashionistas,2021-12-21
2911,NexGen Systems,Display,Men 18-24,60 days,Instagram,0.07,"$8,883.00",2.58,Houston,Mandarin,208,3456,7,Outdoor Adventurers,2021-12-22
2912,TechCorp,Email,All Ages,30 days,Google Ads,0.15,"$6,892.00",2.28,Miami,English,842,4958,1,Foodies,2021-12-23
2913,NexGen Systems,Social Media,Women 35-44,45 days,Facebook,0.11,"$7,695.00",6.95,Chicago,French,823,9129,2,Tech Enthusiasts,2021-12-24
2914,Innovate Industries,Email,Men 18-24,15 days,Google Ads,0.03,"$9,477.00",6.24,Los Angeles,Spanish,858,4577,8,Health & Wellness,2021-12-25
2915,TechCorp,Email,Men 25-34,60 days,Instagram,0.02,"$6,666.00",5.41,Miami,English,580,6135,2,Fashionistas,2021-12-26
2916,Innovate Industries,Display,Women 35-44,30 days,YouTube,0.02,"$13,131.00",3.09,Chicago,French,952,2520,7,Fashionistas,2021-12-27
2917,DataTech Solutions,Display,Women 35-44,60 days,Google Ads,0.05,"$15,272.00",3.54,Miami,French,417,2813,8,Outdoor Adventurers,2021-12-28
2918,Innovate Industries,Email,Women 25-34,15 days,Website,0.02,"$16,168.00",2.77,Miami,Mandarin,199,1210,3,Health & Wellness,2021-12-29
2919,DataTech Solutions,Display,Women 35-44,30 days,Instagram,0.06,"$13,517.00",7.27,Chicago,Mandarin,471,2851,4,Tech Enthusiasts,2021-12-30
2920,NexGen Systems,Influencer,Men 25-34,45 days,Facebook,0.13,"$15,306.00",3.51,Houston,French,950,3916,4,Tech Enthusiasts,2021-12-31
2921,Alpha Innovations,Influencer,Women 25-34,45 days,Facebook,0.09,"$10,950.00",6.22,Chicago,English,779,3433,1,Foodies,2021-01-01
2922,DataTech Solutions,Display,Women 25-34,60 days,Google Ads,0.05,"$6,863.00",2.25,Los Angeles,Spanish,504,6721,3,Fashionistas,2021-01-02
2923,NexGen Systems,Influencer,Women 35-44,45 days,Instagram,0.09,"$6,066.00",7.25,Miami,English,661,3959,7,Tech Enthusiasts,2021-01-03
2924,TechCorp,Search,Men 25-34,30 days,Email,0.12,"$14,652.00",3.7,Houston,Spanish,436,7816,4,Tech Enthusiasts,2021-01-04
2925,TechCorp,Influencer,All Ages,30 days,Email,0.08,"$16,178.00",3.28,Chicago,English,325,8102,7,Fashionistas,2021-01-05
2926,TechCorp,Search,Men 18-24,45 days,Email,0.08,"$9,939.00",6.07,Houston,French,472,5140,1,Tech Enthusiasts,2021-01-06
2927,NexGen Systems,Email,Women 35-44,45 days,YouTube,0.11,"$5,141.00",7.42,Houston,Spanish,574,4506,1,Tech Enthusiasts,2021-01-07
2928,Innovate Industries,Email,Men 18-24,30 days,Instagram,0.05,"$16,018.00",7.11,Los Angeles,French,294,9868,6,Fashionistas,2021-01-08
2929,DataTech Solutions,Social Media,Men 18-24,30 days,Website,0.02,"$12,658.00",5.79,New York,Spanish,787,2830,4,Outdoor Adventurers,2021-01-09
2930,NexGen Systems,Search,All Ages,60 days,YouTube,0.07,"$17,046.00",3.44,New York,English,948,4417,10,Tech Enthusiasts,2021-01-10
2931,TechCorp,Email,Men 18-24,15 days,YouTube,0.06,"$9,127.00",4.65,Chicago,Mandarin,779,4034,4,Outdoor Adventurers,2021-01-11
2932,Alpha Innovations,Social Media,Men 18-24,60 days,Google Ads,0.02,"$8,092.00",4.97,Chicago,Spanish,750,3936,3,Health & Wellness,2021-01-12
2933,Alpha Innovations,Search,Men 25-34,60 days,Email,0.05,"$6,011.00",7.44,Chicago,English,373,5661,10,Foodies,2021-01-13
2934,TechCorp,Influencer,All Ages,45 days,Email,0.06,"$12,065.00",7.45,Miami,German,633,7742,7,Outdoor Adventurers,2021-01-14
2935,TechCorp,Social Media,Men 18-24,15 days,YouTube,0.15,"$18,740.00",3.36,Chicago,English,482,9950,6,Foodies,2021-01-15
2936,DataTech Solutions,Display,Women 35-44,15 days,Facebook,0.13,"$11,681.00",7.34,Chicago,German,360,7134,5,Health & Wellness,2021-01-16
2937,TechCorp,Influencer,Men 25-34,30 days,Email,0.03,"$19,944.00",6.66,Houston,Mandarin,392,1819,5,Foodies,2021-01-17
2938,Innovate Industries,Search,Women 25-34,45 days,YouTube,0.13,"$16,161.00",7.96,Houston,Spanish,851,9320,5,Tech Enthusiasts,2021-01-18
2939,Alpha Innovations,Influencer,Men 18-24,30 days,Email,0.01,"$13,875.00",6.93,Los Angeles,Spanish,714,2150,10,Foodies,2021-01-19
2940,TechCorp,Social Media,Women 35-44,60 days,Google Ads,0.12,"$17,338.00",5.12,New York,Mandarin,986,6016,2,Foodies,2021-01-20
2941,Alpha Innovations,Influencer,Men 25-34,30 days,YouTube,0.03,"$13,765.00",3.9,Los Angeles,Spanish,576,9707,4,Health & Wellness,2021-01-21
2942,DataTech Solutions,Search,All Ages,45 days,Instagram,0.12,"$15,692.00",7.25,Miami,English,110,1562,8,Fashionistas,2021-01-22
2943,Innovate Industries,Display,Men 18-24,45 days,Website,0.09,"$6,150.00",6.13,Los Angeles,Spanish,343,7686,1,Foodies,2021-01-23
2944,TechCorp,Social Media,Women 35-44,45 days,Google Ads,0.12,"$5,157.00",3.51,Los Angeles,Spanish,500,6705,7,Health & Wellness,2021-01-24
2945,Alpha Innovations,Email,Women 25-34,30 days,Instagram,0.08,"$14,711.00",3.7,New York,German,732,9198,1,Outdoor Adventurers,2021-01-25
2946,Alpha Innovations,Social Media,Men 18-24,30 days,Instagram,0.12,"$12,648.00",4.7,Los Angeles,Mandarin,113,2673,4,Health & Wellness,2021-01-26
2947,NexGen Systems,Email,Women 35-44,60 days,Email,0.13,"$10,609.00",3.72,Miami,Spanish,193,8394,7,Outdoor Adventurers,2021-01-27
2948,DataTech Solutions,Search,All Ages,60 days,YouTube,0.13,"$6,151.00",3.48,Chicago,French,301,9983,8,Health & Wellness,2021-01-28
2949,Alpha Innovations,Social Media,Women 25-34,60 days,Website,0.1,"$6,017.00",4.95,Miami,German,904,4935,3,Outdoor Adventurers,2021-01-29
2950,Alpha Innovations,Influencer,Women 35-44,60 days,YouTube,0.05,"$9,495.00",7.79,Los Angeles,French,371,1710,7,Health & Wellness,2021-01-30
2951,TechCorp,Email,Men 25-34,30 days,Facebook,0.09,"$14,387.00",7.08,Chicago,French,583,5516,4,Fashionistas,2021-01-31
2952,TechCorp,Display,All Ages,60 days,Email,0.04,"$14,753.00",7.7,Miami,English,600,1828,7,Health & Wellness,2021-02-01
2953,Alpha Innovations,Social Media,All Ages,45 days,Google Ads,0.07,"$12,451.00",4.31,Chicago,French,625,4976,2,Outdoor Adventurers,2021-02-02
2954,TechCorp,Display,Women 25-34,15 days,Facebook,0.11,"$12,924.00",7.04,Chicago,French,896,3544,8,Tech Enthusiasts,2021-02-03
2955,Innovate Industries,Influencer,Women 35-44,45 days,YouTube,0.02,"$11,860.00",6.87,Houston,Spanish,152,4030,3,Outdoor Adventurers,2021-02-04
2956,NexGen Systems,Influencer,Women 35-44,45 days,Instagram,0.14,"$7,034.00",3.49,Houston,Mandarin,498,9496,9,Tech Enthusiasts,2021-02-05
2957,Innovate Industries,Display,Men 25-34,15 days,Website,0.09,"$6,285.00",5.55,Miami,English,884,1549,2,Tech Enthusiasts,2021-02-06
2958,DataTech Solutions,Search,Women 25-34,30 days,Facebook,0.04,"$7,253.00",5.52,Miami,French,242,9814,3,Outdoor Adventurers,2021-02-07
2959,Alpha Innovations,Search,Men 25-34,30 days,YouTube,0.12,"$11,864.00",4.82,Los Angeles,German,643,4123,5,Health & Wellness,2021-02-08
2960,TechCorp,Email,All Ages,60 days,Facebook,0.14,"$10,600.00",5.02,Chicago,Mandarin,563,3616,4,Fashionistas,2021-02-09
2961,Innovate Industries,Email,All Ages,30 days,Google Ads,0.03,"$6,203.00",3.08,Los Angeles,Spanish,568,8646,4,Fashionistas,2021-02-10
2962,Innovate Industries,Search,Women 25-34,60 days,Website,0.09,"$17,751.00",3.59,Miami,German,722,8471,10,Fashionistas,2021-02-11
2963,Innovate Industries,Social Media,Men 18-24,60 days,Google Ads,0.11,"$17,526.00",5.51,Chicago,French,130,5134,2,Health & Wellness,2021-02-12
2964,TechCorp,Influencer,Men 25-34,15 days,Facebook,0.03,"$6,948.00",4.84,Chicago,German,781,4776,1,Fashionistas,2021-02-13
2965,TechCorp,Search,Women 35-44,15 days,Instagram,0.04,"$8,126.00",4.25,Chicago,Mandarin,355,3547,8,Health & Wellness,2021-02-14
2966,DataTech Solutions,Email,Men 18-24,45 days,Instagram,0.04,"$9,652.00",6.19,Miami,French,739,8134,7,Tech Enthusiasts,2021-02-15
2967,Alpha Innovations,Social Media,Men 25-34,45 days,Email,0.04,"$11,870.00",5.71,Chicago,English,932,2609,10,Outdoor Adventurers,2021-02-16
2968,Alpha Innovations,Display,Women 25-34,60 days,Google Ads,0.05,"$17,610.00",6.1,Miami,French,524,9938,10,Outdoor Adventurers,2021-02-17
2969,NexGen Systems,Search,Men 18-24,45 days,Email,0.07,"$10,139.00",7.44,Los Angeles,English,189,4066,6,Foodies,2021-02-18
2970,Innovate Industries,Email,All Ages,15 days,Email,0.15,"$14,788.00",7.36,New York,French,628,9986,4,Outdoor Adventurers,2021-02-19
2971,DataTech Solutions,Influencer,Women 35-44,30 days,Email,0.09,"$17,935.00",4.5,Houston,French,163,6258,4,Tech Enthusiasts,2021-02-20
2972,TechCorp,Display,Men 18-24,15 days,Email,0.14,"$17,157.00",5.88,Houston,Spanish,890,8228,8,Outdoor Adventurers,2021-02-21
2973,Alpha Innovations,Influencer,Women 35-44,60 days,Instagram,0.06,"$14,937.00",3.97,Miami,French,993,6868,10,Health & Wellness,2021-02-22
2974,NexGen Systems,Email,Men 18-24,30 days,Email,0.12,"$10,447.00",2.41,Los Angeles,Mandarin,912,5896,8,Fashionistas,2021-02-23
2975,NexGen Systems,Display,Men 18-24,45 days,Instagram,0.12,"$18,690.00",7.87,Los Angeles,French,787,8412,8,Foodies,2021-02-24
2976,Innovate Industries,Search,Women 25-34,60 days,Google Ads,0.02,"$12,741.00",7.58,New York,Spanish,218,1184,9,Tech Enthusiasts,2021-02-25
2977,DataTech Solutions,Search,Women 35-44,45 days,Facebook,0.09,"$9,721.00",5.38,Los Angeles,Spanish,901,3205,7,Foodies,2021-02-26
2978,DataTech Solutions,Influencer,Women 35-44,45 days,YouTube,0.14,"$14,329.00",6.85,Los Angeles,French,508,9606,10,Foodies,2021-02-27
2979,NexGen Systems,Social Media,Men 18-24,45 days,Facebook,0.04,"$18,862.00",3.48,Houston,German,641,1478,9,Outdoor Adventurers,2021-02-28
2980,Innovate Industries,Influencer,Men 18-24,15 days,Instagram,0.06,"$11,126.00",4.34,Miami,English,842,9823,4,Fashionistas,2021-03-01
2981,DataTech Solutions,Search,Men 18-24,30 days,YouTube,0.15,"$15,312.00",3.83,Miami,German,136,8034,9,Foodies,2021-03-02
2982,Innovate Industries,Email,All Ages,30 days,Email,0.11,"$19,161.00",5.04,Los Angeles,English,941,1529,8,Health & Wellness,2021-03-03
2983,Alpha Innovations,Email,Women 35-44,45 days,Instagram,0.1,"$14,311.00",4.55,Houston,English,944,4860,9,Health & Wellness,2021-03-04
2984,NexGen Systems,Email,Women 25-34,15 days,Email,0.15,"$12,198.00",7.17,Los Angeles,English,254,7506,3,Health & Wellness,2021-03-05
2985,Alpha Innovations,Email,Women 35-44,60 days,Facebook,0.11,"$16,387.00",2.32,Los Angeles,Spanish,300,8729,5,Health & Wellness,2021-03-06
2986,Innovate Industries,Influencer,Women 35-44,15 days,Website,0.12,"$6,112.00",5.31,Los Angeles,Mandarin,109,1910,8,Health & Wellness,2021-03-07
2987,Innovate Industries,Email,All Ages,15 days,YouTube,0.08,"$11,046.00",4.45,Chicago,Mandarin,899,9287,2,Tech Enthusiasts,2021-03-08
2988,Innovate Industries,Email,Women 25-34,45 days,Instagram,0.06,"$8,931.00",5.88,New York,English,750,5822,3,Fashionistas,2021-03-09
2989,NexGen Systems,Display,All Ages,30 days,Email,0.08,"$8,659.00",6.39,Houston,English,814,3560,1,Fashionistas,2021-03-10
2990,Innovate Industries,Influencer,Men 18-24,45 days,Website,0.14,"$13,089.00",2.97,Miami,Mandarin,925,6002,4,Foodies,2021-03-11
2991,TechCorp,Social Media,Women 25-34,15 days,Facebook,0.1,"$5,870.00",2.08,New York,Spanish,902,7018,6,Tech Enthusiasts,2021-03-12
2992,Innovate Industries,Search,Women 25-34,60 days,Website,0.1,"$9,800.00",2.93,Miami,French,153,8593,10,Health & Wellness,2021-03-13
2993,Innovate Industries,Search,Women 25-34,15 days,Instagram,0.11,"$15,265.00",5.13,New York,Spanish,612,6108,8,Outdoor Adventurers,2021-03-14
2994,NexGen Systems,Display,Women 35-44,45 days,YouTube,0.01,"$18,903.00",2.65,New York,Mandarin,698,9008,1,Health & Wellness,2021-03-15
2995,Innovate Industries,Influencer,Women 35-44,60 days,YouTube,0.07,"$8,301.00",2.55,Miami,Spanish,541,1674,5,Fashionistas,2021-03-16
2996,DataTech Solutions,Display,Men 18-24,60 days,Email,0.12,"$8,755.00",7.31,New York,Spanish,444,3303,2,Fashionistas,2021-03-17
2997,DataTech Solutions,Search,Women 35-44,45 days,Website,0.1,"$8,164.00",7.43,Miami,Mandarin,222,7022,1,Health & Wellness,2021-03-18
2998,Innovate Industries,Search,Women 25-34,15 days,YouTube,0.05,"$18,854.00",5.12,New York,Mandarin,625,2147,7,Outdoor Adventurers,2021-03-19
2999,TechCorp,Social Media,All Ages,15 days,Website,0.09,"$9,906.00",5.73,Houston,French,309,1049,8,Fashionistas,2021-03-20
3000,Alpha Innovations,Display,Women 25-34,15 days,Facebook,0.06,"$12,482.00",2.5,New York,German,818,1474,8,Health & Wellness,2021-03-21
3001,DataTech Solutions,Social Media,Men 25-34,15 days,Instagram,0.08,"$15,909.00",4.75,Chicago,English,250,8927,4,Foodies,2021-03-22
